SchoolCode,Phase,School,AddressLine1,AddressLine2,AddressLine3,PostCode,X_REF,Y_REF,Telephone,Email,Website,Headteacher,NumberOfPupils,NumberOfPlacesAvailable,Area,AgeRangeMinimum,AgeRangeMaximum,Nearest,"Non Nearest","Priority 1A","Priority 1B","Priority 2","Priority 3","Priority 4","Priority 5",Allocated,"EHCP / Statement",LAC,"Nearest Placed","Non Nearest Placed",Placed,SEN,Siblings,Notes,"Better Access","Breakfast Club","Childrens Centre","Cycle Storage","Designated School Bus","Free Foundation Education","Fully integrated early education","Out of School Care","Parents Waiting Shelter","Reduction in Car Travel","Road Safety Training","Safe Route to School","School Crossing Patrol","School Travel Plan","SIF Required","Special Needs","Walking Initiative","Yellow Bus"
2467,Primary,"Parklands Primary School","Dufton Approach",,Leeds,"LS14 6ED",435530,435383,"0113 293 0282",d.mcelwee@parklandsleeds.org.uk,http://parklandsprimary.org.uk,"Mrs C Hindmarch",282,45,E,4,11,,,,,,,,,,,,,,,,,,1,1,1,1,,,,1,,1,,,,1,,1,1,
3051,Primary,"Pool-in-Wharfedale Church of England Primary School","Arthington Lane","Pool In Wharfedale",Leeds,"LS21 1LG",424845,445126,"0113 284 3151",info@poolprimarysch.org.uk,http://www.pool-in-wharfedale-leeds.co.uk/,"Mr M McDermid",203,30,NW,4,11,0.886,,,,10,,20,,,,,,,,,,"Not all nearest allocated",1,,,,,1,,,1,,1,1,,1,,,,
4110,Secondary,"Priesthorpe School (Foundation)","Priesthorpe Lane",Farsley,Leeds,"LS28 5SG",420638,434897,"0113 257 4115",info@priesthorpe.org,http://www.priesthorpe.org,"Mr M Blacoe",1220,195,W,11,18,,,,,,,,,,,3,38,85,,2,67,,,,,1,,,,,,1,,,,1,,,,1
2389,Primary,"Primrose Lane Primary School","Westwood Way","Boston Spa",Wetherby,"LS23 6DX",442657,445388,"0193 784 2667",info@primroselane.leeds.sch.uk,http://www.primroselane.leeds.sch.uk,"Mrs C Holmes",210,30,NE,3,11,0.493,0.28,1,,14,,14,1,,,,,,,,,,,,,1,,1,,1,,1,1,1,,1,,,,
4501,Secondary,"Prince Henrys Grammar School (Academy)","Farnley Lane",Otley,Leeds,"LS21 2BB",420205,446287,"0194 346 3524",info@princehenrys.co.uk,http://www.princehenrys.co.uk,"Mrs J Sheriff",1421,225,NW,11,18,,,,,,,,,,,,85,56,,1,113,,,,,1,,,,,,,,,,1,,,,1
2331,Primary,"Pudsey Bolton Royd Primary School","Moorland Grove",Pudsey,Leeds,"LS28 8EP",420151,433922,"0113 386 2560",info@pudseyboltonroyd.leeds.sch.uk,http://www.pudseyboltonroyd.org,"Mr P Taylor",407,60,W,3,11,0.467,0.477,,,42,,15,3,,,,,,,,,,,,,1,,1,,,1,1,1,1,,1,,,1,
4102,Secondary,"Pudsey Grangefield Maths and Computing College (Foundation)","Mount Pleasant Road",Pudsey,Leeds,"LS28 7ND",422336,433739,"0113 255 8277",ontactus@pudseygrangefield.co.uk,http://www.pudseygrangefield.leeds.sch.uk/,"Mr K M Cornforth",1156,195,W,11,18,,,,,,,,,,,3,74,43,,,75,,,,,1,,,,,,1,,,,1,,,,
2339,Primary,"Pudsey Primrose Hill Primary School","Primrose Hill",Stanningley,Leeds,"LS28 6AB",422024,434016,"0113 257 4129",admin@pudseyprimrosehill.co.uk,http://www.primrosehill.leeds.sch.uk,"Mrs L West",353,60,W,3,11,0.321,0.71,,,22,,12,26,,,,,,,,,,,,,1,,1,,,1,1,1,1,,1,,,1,
2326,Primary,"Pudsey Tyersal Primary School","Tyersal Walk",,Bradford,"BD4 8ER",419799,432549,"0127 466 2363",a.durn@pudseytyersalps.org.uk,http://www.pudseytyersalps.co.uk,"Mrs J Jobson",208,30,W,3,11,,,,,,,,,,,,,,,,,,1,,,1,,,1,,1,1,1,1,,1,,,1,
3920,Primary,"Pudsey Waterloo Primary School","Victoria Road",Pudsey,Leeds,"LS28 7SR",421368,433227,"0113 336 8020",v.bray@pudseywaterloo.org.uk,http://www.pudseywaterloo.co.uk,"Mrs K Priestley",395,60,W,3,11,0.405,1.042,,,27,,25,8,,,,,,,,,,,,,1,,1,,1,,1,1,,1,1,,,1,
2413,Primary,"Quarry Mount Primary School","Pennington Street",,Leeds,"LS6 2JP",429432,435546,"0113 245 5803",acarter@quarrymountprimary.org.uk,http://www.quarrymount.leeds.sch.uk/,"Ms Hendley",173,30,NW,4,11,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,1,,1,,,1,,,1,
2356,Primary,"Queensway Primary School and Yeadon and Rawdon Childrens Centre","Coppice Wood Avenue",Yeadon,Leeds,"LS19 7LF",420304,441881,"0194 387 4925",office@queenswayschool.co.uk,http://www.angelapplicationsltd.com/queensway/,"Mr A Davies",207,30,NW,3,11,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,,,1,,,1,
4062,Secondary,"Ralph Thoresby School (Foundation)","Holt Dale Approach",,Leeds,"LS16 7RX",425779,439865,"0113 397 9911",headteacher@ralphthoresby.com,http://www.ralphthoresby.com,"Mr W Carr",968,180,NW,11,18,,,,,,,,,180/180,,3,,,13,6,54,,,,,1,,,,,,1,,,,1,,,,
2271,Primary,"Rawdon Littlemoor Primary School","New Road Side",Rawdon,Leeds,"LS19 6DD",420564,439949,"0113 887 9690",office@rawdonlittlemoor.org,http://www.rawdonlittlemoor.org/,"Mrs S Henderson",320,45,NW,4,11,0.434,0.478,1,,20,,13,11,,,,,,,,,,,,,1,,1,,1,1,1,1,,1,1,,,1,
3031,Primary,"Rawdon St Peters Church of England Primary School","Town Street",Rawdon,Leeds,"LS19 6PP",421808,439438,"0113 250 4201",headteacher@rawdonstpeters.co.uk,http://www.rawdonstpeters.org.uk,"Ms C Sibson",310,45,NW,4,11,,,,,,,,,,,,,,,,,,1,,,,,1,,1,1,,1,,1,1,,,1,
2489,Primary,"Raynville Primary School","Cross Aston Grove",,Leeds,"LS13 2TQ",425210,434714,"0113 257 9590",m.townsend@raynvilleprimaryleeds.org,http://www.raynvilleprimaryleeds.org.uk/,"Mrs M Townsend",404,60,W,3,11,0.411,0.579,1,,29,,22,9,,,,,,,,,,1,1,,1,,1,,1,,1,1,,,1,,,1,
2451,Primary,"Richmond Hill Primary School","Clark Crescent",,Leeds,"LS9 8QF",431832,433009,"0113 336 8899",info@richmondhill.leeds.sch.uk,http://www.richmondhillprimary.ik.org,"Mrs S Mudie",426,90,E,3,11,,,,,,,,,,,,,,,,,,,1,,1,,1,,,1,1,1,1,,1,,,1,
2309,Primary,"Robin Hood Primary School","Leeds Road","Robin Hood",Wakefield,"WF3 3BG",432551,426884,"0113 282 3444",sue.smith@robinhood.leeds.sch.uk,http://www.robinhood.leeds.sch.uk,"Ms G Dale",321,60,S,3,11,1.008,0.939,3,,16,,30,9,,2,,,,,,,,1,1,,1,,1,,1,1,,1,,,1,,,1,
4103,Secondary,"Rodillian School (Academy)","Longthorpe Lane",Lofthouse,Wakefield,"WF3 3PS",432983,426059,"0192 487 2252",ontact@rodillianacademy.co.uk,http://www.therodillianacademy.co.uk,"Mr A Goulty",1220,240,S,11,18,1.744,1.891,,,,,,,,,10,96,65,,5,94,,,,,1,1,,,,,,,1,,1,,,1,
2415,Primary,"Rosebank Primary School","Burley Road",,Leeds,"LS3 1JP",428617,434236,"0113 243 3497",school@rosebank.leeds.sch.uk,ttp://www.rosebank.leeds.sch.uk,"Mrs G Young",250,40,NW,3,11,,,,,,,,,,,,,,,,,,,1,,1,,1,1,,1,1,1,1,,1,,,,
2013,Primary,"Rothwell Church of England Primary School",Queensway,Rothwell,Leeds,"LS26 0NB",434509,428593,"0113 273 9190",headteacher@rothwell.leeds.sch.uk,http://www.rothwellcofe.co.uk,"Mr D Foulke",197,30,S,4,11,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,1,1,,,1,,,1,
2313,Infant,"Rothwell Haigh Road Infant School","Haigh Road",Rothwell,Leeds,"LS26 0NQ",434188,428928,"0113 214 6314",info@haighroad.org.uk,http://www.haighroadinfantschool.com,"Miss S A Boulton",134,45,S,3,7,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,,1,1,1,,,1,
2506,Primary,"Rothwell Primary School","Carlton Lane",Rothwell,Leeds,"LS26 0DJ",434074,427856,"0113 386 2570",janet.booth@rothwell-pri.leeds.sch.uk,http://www.rothwellprimary.co.uk/leeds/primary/rothwell,"Ms J Booth",315,45,S,3,11,0.459,1.705,1,,15,,10,19,,,,,,,,,,,,,1,,1,,1,1,,1,1,1,1,,,1,1
3364,Primary,"Rothwell St Marys Catholic Primary School (Voluntary Aided)","Royds Lane",Rothwell,Leeds,"LS26 0BJ",434739,427870,"0113 214 6313",head@rothwellstmarys.org.uk,http://www.rothwell-st-marys.leeds.sch.uk/homepage/index.php,"Ms S Leonard",207,30,S,4,11,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,1,1,,,1
2342,Junior,"Rothwell Victoria Junior School","Cornwall Crescent","Off Wood Lane",Leeds,"LS26 0RA",433801,428742,"0113 393 2926",admin@victoria-jun.leeds.sch.uk,http://www.rothwellvictoriajunior.co.uk/,"Mrs P Ward",145,45,S,7,11,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,1,1,,,,1
4063,"Secondary (Through School)","Roundhay School  All-through education from 4 to 18 Primary Campus","Elmete Lane",,Leeds,"LS8 2LG",432314,437265,"0113 393 1207",primary@roundhay.leeds.sch.uk,http://www.roundhayschool.org.uk/,"Head Mr N Clephan Primary Leader Kirsty Godfrey",60,60,NE,4,18,0.776,0.525,4,,30,,20,3,,3,,,,,,,,,,,,,,,,,,,,,1,,,,
4063,"Secondary (Through School)","Roundhay School All-through education from 4 to 18 Secondary Campus","Gledhow Lane",,Leeds,"LS8 1ND",432314,437265,"0113 393 1200",secondary@roundhayschool.com,http://www.roundhayschool.org.uk,"Mr N Clephan BA MA Ad DipEd Man",1777,250,NE,4,18,,,,,,,,,,,4,108,,,6,132,"Not all nearest allocated",,,,1,,,,,,,,,,1,,,,
3329,Primary,"Roundhay St Johns Church of England Primary School (Voluntary Aided)","North Lane",,Leeds,"LS8 2QJ",433286,436924,"0113 265 8451",secretary@roundhaystjohns.com,http://www.roundhay-st-johns.leeds.sch.uk,"Mr A Graham",212,30,NE,3,11,,,,,,,,,,,,,,,,,,1,,,1,,1,,1,1,,1,1,1,1,1,,,
4104,Secondary,"Royds School Specialist Language College (Foundation)","Pennington Lane",Oulton,Leeds,"LS26 8EX",435783,426896,"0113 205 9559",info@roydsschool.org,http://www.roydsschool.org,"Mrs B Young MA NPQH",1350,220,S,11,18,,,,,,,,,190/220,,,,,19,1,55,,,,,1,1,,,,,1,,,,1,,,1,1
2002,Primary,"Rufford Park Primary School","Rufford Avenue",Yeadon,Leeds,"LS19 7QR",420856,440827,"0113 391 0906",admin@ruffordparkprimary.org.uk,http://www.ruffordparkprimary.org.uk/,"Mrs A Anslow",230,45,NW,4,11,0.434,0.499,,,15,,26,4,,,,,,,,,,1,,,1,,1,,,1,,1,,,1,,,,
4067,Secondary,"Ruth Gorse Academy","C/O Fountain Street",Morley,Leeds,"LS27 0PD",430600,432810,"0113 253 1600",info@ruthgorse.leeds.sch.uk,http://www.ruthgorse.leeds.sch.uk,"John Townlsey",95,190,S,11,19,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,1,,,1,
2016,Primary,"Ryecroft Primary School","Stonebridge Grove",,Leeds,"LS12 5AW",425279,432785,"0113 263 2433",tina.dunolerdale@ryecroftacademy.co.uk,http://www.ryecroftprimaryschool.co.uk,"Mr Midgley",179,60,W,3,11,,,,,,,,,,,,,,,,,,1,1,,,,1,,1,,1,1,,,1,,,1,
3377,Primary,"Sacred Heart Catholic Primary School (Voluntary Aided)","Eden Way",,Leeds,"LS4 2TF",426735,435150,"0113 336 8003",office@sacredheartleeds.org.uk,http://www.sacredheart.leeds.sch.uk,"Mrs C McDonald",197,30,NW,3,11,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,,,1,1,,1,1
2275,Primary,"Scholes (Elmet) Primary School","Station Road",Scholes,Leeds,"LS15 4BJ",437584,436787,"0113 264 9149",sue.craggs@fsw.leeds.sch.uk,http://www.scholeselmet.leeds.sch.uk,"Mrs P J Edwards",255,40,E,3,11,0.592,1.638,,,18,,10,12,,,,,,,,,,1,,,1,,1,,1,1,1,1,1,1,1,,,1,
2452,Primary,"Seacroft Grange Primary School","Moresdale Lane",,Leeds,"LS14 6JR",434813,435120,"0113 260 5385",head@seacroftgps.org.uk,http://www.seacroftgrange.leeds.sch.uk,"Mr L Brown",219,30,E,4,11,0.236,0.25,,,19,,10,1,,,,,,,,,,1,1,,,1,,,,1,1,1,,,1,,,1,
2293,Primary,"Seven Hills Primary School","Appleby Way",Morley,Leeds,"LS27 8LA",426722,427908,"0113 252 7194",helen.robertshaw@seven-hillsschool.org.uk,http://www.sevenhillsmorley.org.uk,"Mr R Catherall",408,60,S,3,11,,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,1,1,,1,,1,1,,,,
2441,Primary,"Shadwell Primary School - Federated with Bramham Primary School","Main Street",,Leeds,"LS17 8JF",434651,439633,"0113 273 2729",k.mosley@shadwellprimary.org,http://www.shadwell.leeds.sch.uk/,"Ms S J Pyatt",212,30,NE,4,11,0.269,,,,19,,11,,,,,,,,,,"Not all nearest allocated",1,,,1,,1,1,1,1,,1,,,1,,,1,
2462,Primary,"Shakespeare Primary School and Childrens Centre","Shakespeare Avenue",,Leeds,"LS9 7HP",431666,434189,"0113 336 8340",office@shakespeareleeds.org.uk,http://www.shakespeareleeds.org.uk,"Mr J Gorton",326,45,E,3,11,0.326,,,,30,,14,,,,,,,,,,"All nearest allocated. No non nearest allocated",,1,1,1,,1,1,,1,1,1,,1,1,,1,1,
2510,Primary,"Sharp Lane Primary School","Sharp Lane",,Leeds,"LS10 4QE",431300,428200,"0113 214 1702",contact@sharplane.leeds.sch.uk,http://www.sharplane.leeds.sch.uk,"Ms M Wilson",412,60,S,3,11,0.508,0.595,1,,42,,26,20,,,,,,,,,,1,,,,,1,,,1,,1,,1,1,,,1,1
3929,Primary,"Shire Oak Church of England Primary School","Wood Lane",,Leeds,"LS6 2DT",428139,436296,"0113 275 5890",jackiev@shireoak.leeds.sch.uk,http://www.shireoakcofeprimaryschool.co.uk/,"Ms J Devane",210,30,NW,4,11,0.429,0.578,,,16,,10,4,,,,,,,,,,,,,1,,,,1,1,1,1,,,1,,,1,
6907,Secondary,"South Leeds Academy","Old Run Road",,Leeds,"LS10 2JU",430554,430003,"0113 212 7147",info@tsla.org.uk,http://www.tsla.org.uk,"Ms C Jones",1320,210,S,11,18,,,,,,,,,192/210,,,,,70,56,,,,,,1,1,,,,,,,,,1,,,,
2335,Primary,"Southroyd Primary School","Littlemore Crescent",Pudsey,Leeds,"LS28 8AT",422273,432497,"0113 257 0197",kathryn.austwick@pudseysouthroyd.leeds.sch.uk,https://www.pudseysouthroyd.leeds.sch.uk/,"Ms K Prior",398,60,W,3,11,0.478,,,,29,,30,,,1,,,,,,,"Not all nearest allocated",1,,,,,1,,1,1,1,1,,1,1,,,1,
2414,Primary,"Spring Bank Primary School","Spring Road",,Leeds,"LS6 1AD",428049,435734,"0113 204 3120",hello@springbankprimary.org,http://www.springbankprimary.org/,"Mr M Brawley",206,30,NW,4,11,0.448,0.763,,,8,,4,17,,1,,,,,,,,1,,,1,,,,1,1,1,1,1,,1,,,1,
3363,Primary,"Ss Peter and Paul Catholic Primary School, Yeadon (Voluntary Aided)","Crofters Lea","New Road",Leeds,"LS19 7HW",419782,440930,"0113 323 0419",ssppyeadon@yahoo.co.uk,http://www.sspeterandpaulyeadon.co.uk,"Mrs D Todd",212,30,NW,4,11,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,1,1,1,1,,1,
3367,Primary,"St Anthonys Catholic Primary School, Beeston (Voluntary Aided)","Barkly Road",,Leeds,"LS11 7JS",428925,430670,"0113 277 6944",l.leonard@stanthonysleeds.org.uk,http://www.stanthonysbeeston.ik.org,"Ms L Leonard",208,30,S,4,11,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,1,1,,1,1,,1,
3368,Primary,"St Augustines Catholic Primary School, Harehills (Voluntary Aided)","St Wilfrid's Circus",,Leeds,"LS8 3PF",432610,435438,"0113 293 0350",sheila.hebbron@staugustinesleeds.org.uk,http://www.staugustinesleeds.org.uk,"Mrs S OBrien",412,60,E,3,11,,,,,,,,,,,,,,,,,,1,1,,,,1,,1,,,1,1,1,1,1,,1,
3056,Primary,"St Bartholomews Church of England Primary School","Strawberry Lane",,Leeds,"LS12 1SF",427449,433123,"0113 263 9292",p.gavin@stbartsleeds.org.uk,http://www.st-bartholomews.leeds.sch.uk,"Mrs P Gavin",546,75,W,3,11,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,1,,1,1,,,,
3365,Primary,"St Benedicts Catholic Primary School (Voluntary Aided)","Station Fields",Garforth,Leeds,"LS25 1PS",440719,433395,"0113 286 9819",admin@sbcps.bkcat.co.uk,http://www.st-benedicts.leeds.sch.uk,"Mr K Flood",210,30,E,3,11,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,1,1,,1,1,,1,
3315,Primary,"St Chads Church of England Primary School (Voluntary Aided)","Northholme Avenue",,Leeds,"LS16 5QR",426572,437467,"0113 274 7110",katy.dixon@stchadsprimary.net,ttp://www.st-chads.leeds.sch.uk,"Ms H Pratten",210,30,NW,3,11,,,,,,,,,,,,,,,,,,1,,,1,,1,,1,1,,1,,,1,1,,1,
3358,Primary,"St Edwards Catholic Primary School (Voluntary Aided)","Westwood Way","Boston Spa",Leeds,"LS23 6DL",442626,445547,"0193 784 3946",headteacher@st-edwards.leeds.sch.uk,http://www.st-edwards.leeds.sch.uk/,"Mrs J Burns",152,20,S,4,11,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,,1,1,,1,
3362,Primary,"St Francis Catholic Primary School, Morley (Voluntary Aided)","Highcliffe Road",Morley,Leeds,"LS27 9LX",425838,427894,"0113 323 0554",j.whitfield@stfrancismorley.org.uk,http://www.stfrancismorley.org.uk/,"Mrs J Burns",154,30,S,4,11,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,1,1,1,,1,
3371,Primary,"St Francis of Assisi Catholic Primary School, Beeston (Voluntary Aided)","Lady Pit Lane",,Leeds,"LS11 6RX",429902,431473,"0113 270 0978",catherine.cartwright@beeston-st-francisassisi.leeds.sch.uk,http://leeds.gov.uk,"Mrs P M Holmes",194,25,S,3,11,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,1,,,1,1,,,
3374,Primary,"St Josephs Catholic Primary School, Hunslet (Voluntary Aided)","Joseph Street",,Leeds,"LS10 2AD",431083,431825,"0113 271 2093",c.richardson@stjosephscatholicprimary.org,http://www.hunslet-st-josephs.leeds.sch.uk,"Miss C McHale",200,30,S,4,11,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,1,,,1,1,,1,
3360,Primary,"St Josephs Catholic Primary School, Otley (Voluntary Aided)","Manor Square",Otley,Leeds,"LS21 3AP",420059,445658,"0194 346 3840",c.knight@stjosephsotley.org,ttp://www.stjosephsotley.org.uk,"Ms C Knight",191,30,NW,4,11,,,,,,,,,,,,,,,,,,,1,,1,,,,1,1,1,1,1,,1,1,,1,
3361,Primary,"St Josephs Catholic Primary School, Pudsey (Voluntary Aided)","Mount Pleasant Road",Pudsey,Leeds,"LS28 7AZ",422613,433778,"0113 256 5407",a.ashworth@stjosephspudsey.org,http://www.stjosephscatholicprimary.co.uk/,"Ms A Ashworth",220,45,W,4,11,,,,,,,,,,,,,,,,,,,1,,1,1,,,1,1,,1,1,,1,1,,1,
3366,Primary,"St Josephs Catholic Primary School, Wetherby (Voluntary Aided)","Barleyfields Road",Wetherby,Leeds,"LS22 6PR",440104,448729,"0193 758 2163",office@stjosephswetherby.com,http://www.stjosephswetherby.com,"Mr S Nicholson",206,30,NE,4,11,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,1,1,,1,1,,1,
3359,Primary,"St Marys Catholic Primary School, Horsforth (Voluntary Aided)","Broadgate Lane",Horsforth,Leeds,"LS18 5AB",424325,438276,"0113 258 4593",m.hartley@stmaryshorsforth.org,http://www.stmaryshorsforth.org/,"Mr P Hughes",212,30,NW,4,11,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,
3047,Primary,"St Marys Church of England Primary School","Clifford Road","Boston Spa",Leeds,"LS23 6DB",443034,445276,"0193 784 4395",admin@stmaryscofe.org.uk,http://www.stmaryscofe.org.uk,"Mrs J Alexander",150,20,NE,4,11,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,1,,,1,,,1,
4601,Secondary,"St Marys Menston Catholic Voluntary Academy","Bradford Road",,Leeds,"LS29 6AE",418002,443071,"0194 388 3000",admin@stmarysmenston.org,http://www.stmarysmenston.org/,"Mr T Rothwell and Miss C Garrett",1172,180,NW,11,18,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,,,,1,1,,,1
3908,Primary,"St Matthews Church of England Primary School (Voluntary Aided)","Wood Lane",,Leeds,"LS7 3QF",430214,437336,"0113 268 1489",headteacher@St-Matthews.leeds.sch.uk,http://www.st-matthews.leeds.sch.uk,"Ms H Lacey",415,60,NE,4,11,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,,1,,1,1,,1,
3375,Primary,"St Nicholas Catholic Primary School (Voluntary Aided)","Oakwood Lane",,Leeds,"LS9 6QY",433726,435213,"0113 293 0318",wrightm@stnicholasprimaryleeds.org.uk,http://www.stnicholasprimaryleeds.org.uk,"Mr P Lawson",280,40,E,4,11,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,1,1,,1,1,1,,1,
3350,Junior,"St Oswalds Church of England Junior School (Voluntary Aided)","The Green",Guiseley,Leeds,"LS20 9BT",419418,441882,"0194 387 3570",office@stoswaldsleeds.org,http://www.stoswaldsleeds.org,"Mrs M F Woodall",311,90,NW,7,11,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,1,,1,1,1,,1,
3382,Primary,"St Patricks Catholic Primary School (Voluntary Aided)","Torre Road",,Leeds,"LS9 7QL",432224,433886,"0113 248 0380",s.kneeshaw@stpatrickleeds.org.uk,http://www.stpatricksleeds.org.uk,"Mrs S Kneeshaw",212,30,E,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,,1,
3378,Primary,"St Pauls Catholic Primary School (Voluntary Aided)","Buckstone Crescent",,Leeds,"LS17 5ES",429219,439603,"0113 293 9901",school.office@stpaulscps.org.uk,http://www.stpaulscps.com,"Mrs M A Cabry",210,30,NE,4,11,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,1,1,,1,1,,1,
3911,Primary,"St Peters Church of England Primary School (Voluntary Aided)","Cormwell Street",,Leeds,"LS9 7SG",431045,433904,"0113 293 4411",liz.holliday@stpeterscofe.org.uk,http://www.stpeterscofe.org.uk,"Mrs E Holliday",216,30,E,3,11,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,1,1,1,,1,1,,1,
3379,Primary,"St Philips Catholic Primary School Middleton (Voluntary Aided)","St Philip's Avenue",,Leeds,"LS10 3SL",429965,428251,"0113 271 6763",headteacher@st-philips.org,http://www.st-philips.org,"Mrs E Taylor",214,30,S,3,11,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,1,1,,,1,1,,,
3385,Primary,"St Theresas Catholic Primary School (Voluntary Aided)","Barwick Road",,Leeds,"LS15 8RQ",436207,435508,"0113 293 0240",headteacher@st-theresas.leeds.sch.uk,http://www.st-theresas.leeds.sch.uk/,"Mr J Hutchinson",420,60,E,3,11,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,1,1,1,,1,1
3373,Primary,"St Urbans Catholic Primary School (Voluntary Aided)","Tongue Lane",,Leeds,"LS6 4QD",429085,438227,"0113 293 4477",info@sturbans.co.uk,http://www.sturbans.co.uk,"Miss T McStay",204,30,NW,4,11,,,,,,,,,,,,,,,,,,1,,,,,1,1,,1,1,1,1,,1,1,,,1
2490,Primary,"Stanningley Primary School","Leeds and Bradford Road",Stanningley,Leeds,"LS28 6PE",422989,434899,"0113 255 7677",jackie.reid@stanningleyprimary.com,http://www.stanningleyprimary.com/,"Mrs J Reid",259,30,W,3,11,0.381,0.281,,,14,,14,2,,,,,,,,,,,,,1,,1,1,,1,1,1,1,,1,,,1,
3917,Primary,"Strawberry Fields Primary School (Foundation)","Lidgett Lane",Garforth,Leeds,"LS25 1LL",440124,432813,"0113 386 2490",info@sfpsch.org.uk,http://www.strawberryfields.leeds.sch.uk,"Mrs R Janney",309,45,E,3,11,,,,,,,,,,,,,,,,,,1,,,1,,1,,1,1,1,1,,1,1,,,1,
2491,Primary,"Summerfield Primary School","Intake Lane",,Leeds,"LS13 1DQ",422904,435301,"0113 205 7520",vickerj03@schoolslink.net,http://www.summerfieldprimary.co.uk,"Mrs K Wittmann",202,30,W,3,11,0.222,,2,,25,,,3,,,,,,,,,"Not all nearest allocated",,1,,1,,1,,1,1,,1,,1,1,,,,
4037,Secondary,"Swallow Hill Community College (Academy)","Whingate Road",,Leeds,"LS12 3DS",425948,433283,"0113 263 0110",contactus@swallowhillcommunitycollege.org,http://www.swallowhillcommunitycollege.org/,"Saira Luffman",1250,240,W,11,18,,,,,,,,,167/240,,,,,63,2,44,,,,,1,1,,,,1,1,,1,,1,,,,
2468,Primary,"Swarcliffe Primary School","Swarcliffe Drive",,Leeds,"LS14 5JW",436253,436187,"0113 293 0275",headteacher@swarcliffeprimary.co.uk,http://www.swarcliffeprimary.co.uk,"Mrs D Rankine",267,45,E,3,11,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,1,,,1,1,,,1,
2328,Primary,"Swillington Primary School (Foundation)","Church Lane",Swillington,Leeds,"LS26 8DX",438416,430514,"0113 286 3220",SPSHeadTeacher@brigshawtrust.com,http://www.swillington.leeds.sch.uk/,"Mrs S Elliott",195,30,E,3,11,0.339,,,,13,17,,,,,,,,,,,"Priority 3 (their policy). Not all nearest allocated",,1,,1,,1,,,1,1,1,1,,1,,,,
2503,Primary,"Swinnow Primary School","Swinnow Road",,Leeds,"LS13 4PG",423143,433842,"0113 214 6080",info@swinnowprimary.com,http://swinnow.leedsschools.org,"Mrs A Chin",215,30,W,3,11,0.249,0.581,,,16,,10,4,,,,,,,,,,,1,,,,1,1,,,,1,1,1,1,,,1,
2432,Primary,"Talbot Primary School","East Moor Road",,Leeds,"LS8 1AF",431892,438478,"0113 293 4086",admin@talbotprimary.net,http://www.talbot.leeds.sch.uk,"Mrs L Clay",426,60,NE,3,11,0.269,,,,32,,28,,,,,,,,,,"Not all nearest allocated",1,,,1,,1,,1,1,,1,,,1,,,1,
9999,#N/A,"Temple Learning Academy","Pure Offices, 4100 Park Approach","Thorpe Arch",Leeds,"LS15 8GB",#N/A,#N/A,"0113 397 0378",info@templelearningacademy.org,http://www.templelearningacademy.org/,"Martin Fleetwood",0,0,E,4,16,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
4046,Secondary,"Temple Moor High School (Foundation)","Field End Grove","Selby Road",Leeds,"LS15 0PT",435583,433486,"0113 390 0770",contact@tmhs.co.uk,http://www.tmhs.co.uk,"Mr M Fleetwood",1215,210,E,11,18,,,,,,,,,,,5,112,5,,6,82,,,,1,,,,,,,1,,,,1,,,,
